job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,job_posted_range,state_avg_salary
JD-1923,AWS Cloud Engineer,Wallace LLC,San Diego,CA,"San Diego, CA",USA,Hybrid,4/8/2025,6/1/2025,Senior,Full-time,Telecommunications,184885,263174,224029,"['CloudFormation', 'Terraform', 'Python', 'CI/CD', 'Docker', 'Linux', 'Azure DevOps']","['Terraform Associate', 'AWS Certified Solutions Architect']",AWS,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,3,Posted in Last 5 Days,158378.38
JD-1924,Azure DevOps Specialist,"Carter, Valdez and Rose",Detroit,MI,"Detroit, MI",USA,Remote,2/15/2025,4/5/2025,Senior,Contract,Education,214959,390101,302530,"['AWS EC2', 'Python', 'CloudFormation', 'Linux', 'Docker', 'Terraform']","['Microsoft Azure Fundamentals', 'Terraform Associate']",Azure,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,55,Older than 30 Days,171648.94
JD-1925,DevOps Engineer,Wolfe-Gordon,Chicago,IL,"Chicago, IL",USA,Hybrid,2/5/2025,4/5/2025,Senior,Full-time,E-commerce,219210,298164,258687,"['CloudFormation', 'Kubernetes', 'CI/CD', 'AWS EC2', 'Python', 'Linux', 'Docker', 'GCP']",['Google Professional Cloud Architect'],GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,65,Older than 30 Days,159980.67
JD-1926,Cloud Data Engineer,Mccullough-Thornton,Chicago,IL,"Chicago, IL",USA,On-site,1/16/2025,2/23/2025,Senior,Full-time,Telecommunications,241907,260292,251099,"['Azure DevOps', 'GCP', 'CI/CD', 'Python', 'Terraform']","['Terraform Associate', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,85,Older than 30 Days,159980.67
JD-1927,Cloud Security Engineer,Ramirez-Harris,San Diego,CA,"San Diego, CA",USA,Remote,3/12/2025,4/10/2025,Senior,Full-time,Healthcare,131637,177646,154641,"['CloudFormation', 'Docker', 'GCP', 'Terraform', 'Azure DevOps']","['AWS Certified Solutions Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,30,Posted in Last 30 Days,158378.38
JD-1928,AWS Cloud Engineer,"Hall, Harmon and Clark",Salt Lake City,UT,"Salt Lake City, UT",USA,On-site,1/24/2025,2/19/2025,Senior,Contract,Healthcare,143880,207182,175531,"['Linux', 'Terraform', 'CloudFormation', 'Docker', 'Kubernetes']","['Terraform Associate', 'Google Professional Cloud Architect']",Azure,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,77,Older than 30 Days,160070.32
JD-1929,Google Cloud Platform Engineer,"Velasquez, Thomas and Spence",Charlotte,NC,"Charlotte, NC",USA,Remote,2/16/2025,3/17/2025,Mid-level,Full-time,Finance,105778,128446,117112,"['Azure DevOps', 'Terraform', 'Docker', 'Python', 'AWS EC2']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,54,Older than 30 Days,171317.19
JD-1930,Google Cloud Platform Engineer,Santos-Chavez,Salt Lake City,UT,"Salt Lake City, UT",USA,On-site,3/19/2025,4/27/2025,Senior,Contract,Education,149393,210407,179900,"['Kubernetes', 'GCP', 'Azure DevOps', 'AWS EC2', 'CI/CD', 'CloudFormation', 'Terraform', 'Linux']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,23,Posted in Last 30 Days,160070.32
JD-1931,Azure DevOps Specialist,Porter Inc,Austin,TX,"Austin, TX",USA,Hybrid,1/22/2025,2/13/2025,Senior,Contract,Healthcare,182515,348576,265545,"['Terraform', 'Docker', 'CI/CD', 'Azure DevOps', 'GCP']",['Google Professional Cloud Architect'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,79,Older than 30 Days,171058.7
JD-1932,Cloud Infrastructure Engineer,Chapman-Evans,New York,NY,"New York, NY",USA,On-site,2/6/2025,2/22/2025,Entry-level,Contract,Healthcare,54669,98258,76463,"['GCP', 'CI/CD', 'Azure DevOps', 'Terraform', 'AWS EC2', 'CloudFormation', 'Python']","['Google Professional Cloud Architect', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,64,Older than 30 Days,169521.14
JD-1933,Cloud Solutions Architect,Ramirez PLC,Philadelphia,PA,"Philadelphia, PA",USA,On-site,1/19/2025,2/26/2025,Senior,Full-time,Education,200497,381252,290874,"['Python', 'CloudFormation', 'Terraform', 'Kubernetes', 'GCP', 'Docker', 'Azure DevOps', 'Linux']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,82,Older than 30 Days,164775.67
JD-1934,Site Reliability Engineer,Smith-Reyes,Seattle,WA,"Seattle, WA",USA,Hybrid,2/17/2025,4/18/2025,Mid-level,Contract,Education,111039,136666,123852,"['Terraform', 'GCP', 'Python', 'CloudFormation', 'CI/CD', 'Kubernetes', 'Linux', 'Azure DevOps']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,53,Older than 30 Days,172275.04
JD-1935,Google Cloud Platform Engineer,Walker Group,Charlotte,NC,"Charlotte, NC",USA,On-site,2/23/2025,4/3/2025,Senior,Contract,E-commerce,242371,322034,282202,"['Azure DevOps', 'CI/CD', 'Docker', 'AWS EC2', 'Kubernetes', 'Python', 'Terraform', 'CloudFormation']","['Microsoft Azure Fundamentals', 'Terraform Associate']",AWS,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,47,Older than 30 Days,171317.19
JD-1936,Cloud Security Engineer,"Jordan, Williams and Torres",Atlanta,GA,"Atlanta, GA",USA,On-site,1/28/2025,3/5/2025,Senior,Full-time,E-commerce,225156,389846,307501,"['Azure DevOps', 'CI/CD', 'AWS EC2', 'GCP', 'Python', 'CloudFormation', 'Terraform', 'Linux']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,73,Older than 30 Days,158840.08
JD-1937,DevOps Engineer,Pineda-Kent,Minneapolis,MN,"Minneapolis, MN",USA,Hybrid,3/4/2025,4/27/2025,Mid-level,Contract,Education,117769,142381,130075,"['Kubernetes', 'AWS EC2', 'CI/CD', 'CloudFormation', 'Azure DevOps', 'Linux', 'Docker']",['Google Professional Cloud Architect'],AWS,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,38,Older than 30 Days,166680.8
JD-1938,Site Reliability Engineer,Livingston-Solomon,Phoenix,AZ,"Phoenix, AZ",USA,Remote,3/25/2025,4/27/2025,Senior,Contract,Healthcare,134453,188939,161696,"['GCP', 'CloudFormation', 'Linux', 'Docker', 'AWS EC2', 'Kubernetes', 'CI/CD', 'Python']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,17,Posted in Last 30 Days,172578.9
JD-1939,Cloud Security Engineer,"Robinson, Johnson and Swanson",Las Vegas,NV,"Las Vegas, NV",USA,Remote,3/30/2025,5/26/2025,Senior,Contract,Healthcare,187178,358429,272803,"['GCP', 'Linux', 'Python', 'Terraform', 'CloudFormation', 'AWS EC2', 'CI/CD', 'Kubernetes']","['Terraform Associate', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,12,Posted in Last 30 Days,169535.59
JD-1940,Google Cloud Platform Engineer,Glenn-Patton,Charlotte,NC,"Charlotte, NC",USA,Hybrid,3/12/2025,4/21/2025,Senior,Contract,Telecommunications,136071,205817,170944,"['Kubernetes', 'CI/CD', 'Docker', 'Terraform', 'CloudFormation', 'AWS EC2', 'Python']",['Microsoft Azure Fundamentals'],Azure,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,30,Posted in Last 30 Days,171317.19
JD-1941,Cloud Solutions Architect,Aguirre PLC,Minneapolis,MN,"Minneapolis, MN",USA,Hybrid,3/23/2025,4/27/2025,Senior,Contract,Telecommunications,246716,362990,304853,"['Linux', 'AWS EC2', 'Azure DevOps', 'GCP', 'Terraform']",['Terraform Associate'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,19,Posted in Last 30 Days,166680.8
JD-1942,Cloud Infrastructure Engineer,"Randolph, Mitchell and Ritter",Salt Lake City,UT,"Salt Lake City, UT",USA,Remote,2/17/2025,3/10/2025,Senior,Contract,Education,240701,260697,250699,"['CI/CD', 'Python', 'Azure DevOps', 'Docker', 'GCP', 'Terraform', 'Kubernetes']","['Terraform Associate', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,53,Older than 30 Days,160070.32
JD-1943,DevOps Engineer,Coleman-Ball,Denver,CO,"Denver, CO",USA,Remote,3/3/2025,4/21/2025,Senior,Full-time,Finance,137519,195863,166691,"['Python', 'Terraform', 'CloudFormation', 'Kubernetes', 'Docker', 'Azure DevOps']",['Microsoft Azure Fundamentals'],AWS,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,39,Older than 30 Days,152551.08
JD-1944,Google Cloud Platform Engineer,"Green, Horne and Mcdonald",Salt Lake City,UT,"Salt Lake City, UT",USA,Remote,3/26/2025,4/26/2025,Entry-level,Full-time,Telecommunications,51044,98484,74764,"['CI/CD', 'CloudFormation', 'Azure DevOps', 'Docker', 'GCP', 'AWS EC2', 'Kubernetes', 'Linux']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,16,Posted in Last 30 Days,160070.32
JD-1945,Cloud Data Engineer,Anderson Inc,Denver,CO,"Denver, CO",USA,On-site,4/10/2025,4/29/2025,Mid-level,Contract,Healthcare,111706,144138,127922,"['AWS EC2', 'CloudFormation', 'Linux', 'GCP', 'Azure DevOps', 'Kubernetes']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,1,Posted in Last 5 Days,152551.08
