job-id,title,company,location,posted_date,description,requirements,salary_range,source,employment_type,experience_level,application_deadline,remote_option,company_size,industry,benefits,skills_preferred,job_status,application_url,company_website,posted_by,last_updated,keywords,work_hours,timezone,contact_email
JD-1405,AWS Systems Administrator,NextGen Systems,"Boston, MA",2/7/25,"Develop and manage AWS cloud infrastructure. Work on PHP, TypeScript, and security best practices.","C#, Go, PHP, Node.js, Kubernetes, Python","$140,000 - $160,000",Glassdoor,Full-time,Senior-level,3/29/25,Onsite,201-500 employees,Information Technology,"401(k) matching, Stock options, Professional development stipend",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1904,https://www.company.com,HR Team,2/20/25,"Cloud Developer, AWS, ECS, Docker",Flexible,MST,careers@company.com
JD-1406,AWS Solutions Architect,CyberPartners,"Denver, CO",2/8/25,"Develop and manage AWS cloud infrastructure. Work on TypeScript, Git, and security best practices.","Java, Ansible, Swift, Go, AWS CLI","$120,000 - $140,000",Company Website,Internship,Senior-level,3/21/25,Hybrid,51-200 employees,Cybersecurity,"Paid time off, Health insurance, Stock options","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1905,https://www.company.com,HR Team,2/20/25,"AWS, EKS, Python, Cloud Developer",40 hours/week,CST,jobs@company.com
JD-1407,AWS Data Engineer,CyberPartners,"Austin, TX",2/23/25,"Develop and manage AWS cloud infrastructure. Work on Python, Prometheus, and security best practices.","Scala, Git, Ruby, Kubernetes","$140,000 - $160,000",Glassdoor,Contract,Mid-level,3/7/25,Hybrid,1-50 employees,Software Development,"Health insurance, 401(k) matching","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1906,https://www.company.com,HR Team,2/20/25,"Docker, Python, ECS, Cloud Developer, Java",35 hours/week,MST,jobs@company.com
JD-1408,AWS Data Engineer,Skyline Technologies,"Austin, TX",2/14/25,"Develop and manage AWS cloud infrastructure. Work on Docker, Node.js, and security best practices.","Jenkins, Prometheus, C#, Python","$80,000 - $100,000",Indeed,Full-time,Senior-level,3/5/25,Remote,201-500 employees,Cloud Computing,"Health insurance, Paid time off, Stock options, Professional development stipend","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1907,https://www.company.com,HR Team,2/20/25,"AWS, ECS, EKS",Flexible,MST,recruitment@company.com
JD-1409,AWS Network Engineer,CloudPeak Corp.,"Denver, CO",2/23/25,"Develop and manage AWS cloud infrastructure. Work on Git, TypeScript, and security best practices.","Terraform, C#, Swift, Ansible","$120,000 - $140,000",Company Website,Full-time,Senior-level,3/29/25,Onsite,51-200 employees,Cloud Computing,"401(k) matching, Stock options, Professional development stipend","Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1908,https://www.company.com,HR Team,2/20/25,"ECS, Python, AWS, Cloud Developer",Flexible,PST,jobs@company.com
JD-1410,AWS Solutions Architect,CloudPeak Corp.,"Remote, USA",2/14/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, Java, and security best practices.","Node.js, Kubernetes, Jenkins, Swift, Go","$80,000 - $100,000",Glassdoor,Part-time,Senior-level,3/6/25,Onsite,501-1000 employees,Information Technology,"Stock options, Paid time off, Professional development stipend","Experience with CI/CD pipelines, Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1909,https://www.company.com,HR Team,2/20/25,"EKS, Cloud Developer, AWS, ECS, Java",40 hours/week,CST,recruitment@company.com
JD-1411,AWS Systems Administrator,Skyline Technologies,"New York, NY",2/16/25,"Develop and manage AWS cloud infrastructure. Work on Scala, AWS CLI, and security best practices.","Jenkins, Ansible, AWS CLI, Scala, Git, TypeScript","$100,000 - $120,000",Indeed,Internship,Entry-level,3/10/25,Remote,1-50 employees,Information Technology,"401(k) matching, Paid time off, Stock options","Experience with CI/CD pipelines, Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1910,https://www.company.com,HR Team,2/20/25,"Docker, EKS, ECS, Cloud Developer",40 hours/week,CST,jobs@company.com
JD-1412,AWS Systems Administrator,NetVentures,"Denver, CO",2/20/25,"Develop and manage AWS cloud infrastructure. Work on Go, TypeScript, and security best practices.","Go, Java, Git, Scala, Node.js, C#","$100,000 - $120,000",Glassdoor,Full-time,Senior-level,3/12/25,Onsite,1-50 employees,Cloud Computing,"Stock options, Health insurance, 401(k) matching","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1911,https://www.company.com,HR Team,2/20/25,"Docker, ECS, AWS, Cloud Developer, Java",40 hours/week,CST,careers@company.com
JD-1413,AWS Security Engineer,TechSolutions Inc.,"New York, NY",2/1/25,"Develop and manage AWS cloud infrastructure. Work on Kubernetes, TypeScript, and security best practices.","Go, Java, TypeScript, C#","$120,000 - $140,000",Glassdoor,Full-time,Senior-level,3/12/25,Onsite,1-50 employees,Cloud Computing,"Professional development stipend, Health insurance, Stock options","Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1912,https://www.company.com,HR Team,2/20/25,"Cloud Developer, EKS, AWS",40 hours/week,MST,recruitment@company.com
JD-1414,AWS Data Engineer,Skyline Technologies,"Chicago, IL",2/10/25,"Develop and manage AWS cloud infrastructure. Work on Java, TypeScript, and security best practices.","Python, PHP, Java, Docker, Prometheus","$80,000 - $100,000",Indeed,Internship,Entry-level,3/25/25,Onsite,1000+ employees,Information Technology,"Health insurance, Stock options","Experience with CI/CD pipelines, Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1913,https://www.company.com,HR Team,2/20/25,"Docker, Cloud Developer, Java",35 hours/week,CST,jobs@company.com
JD-1415,AWS Data Engineer,InfoLabs,"Denver, CO",2/20/25,"Develop and manage AWS cloud infrastructure. Work on TypeScript, Scala, and security best practices.","Docker, Kubernetes, C#, Python, Prometheus, Git","$140,000 - $160,000",Glassdoor,Part-time,Senior-level,3/21/25,Hybrid,1-50 employees,Cybersecurity,"Health insurance, 401(k) matching","Understanding of serverless architecture, Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1914,https://www.company.com,HR Team,2/20/25,"Cloud Developer, EKS, Python, Docker, ECS",35 hours/week,PST,recruitment@company.com
JD-1416,AWS Cloud Consultant,TechSolutions Inc.,"Boston, MA",2/20/25,"Develop and manage AWS cloud infrastructure. Work on Git, Go, and security best practices.","Ruby, Swift, Python, Java, Ansible","$120,000 - $140,000",Indeed,Contract,Senior-level,3/10/25,Hybrid,201-500 employees,Cybersecurity,"Paid time off, Professional development stipend",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1915,https://www.company.com,HR Team,2/20/25,"ECS, Cloud Developer, Java",35 hours/week,CST,recruitment@company.com
JD-1417,AWS Systems Administrator,InfoLabs,"San Francisco, CA",2/20/25,"Develop and manage AWS cloud infrastructure. Work on Python, Docker, and security best practices.","Java, Go, Swift, Node.js, Terraform, Ruby","$140,000 - $160,000",LinkedIn,Internship,Senior-level,3/13/25,Hybrid,201-500 employees,Cloud Computing,"401(k) matching, Health insurance, Professional development stipend",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1916,https://www.company.com,HR Team,2/20/25,"Python, Java, Cloud Developer, AWS, Docker",Flexible,MST,careers@company.com
JD-1418,AWS Security Engineer,TechSolutions Inc.,"Boston, MA",2/13/25,"Develop and manage AWS cloud infrastructure. Work on C#, Jenkins, and security best practices.","Java, TypeScript, Prometheus, Kubernetes, Go, Ansible","$100,000 - $120,000",Indeed,Internship,Mid-level,3/1/25,Remote,201-500 employees,Cybersecurity,"Paid time off, Professional development stipend, Health insurance","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1917,https://www.company.com,HR Team,2/20/25,"Java, ECS, Python",40 hours/week,MST,careers@company.com
JD-1419,AWS DevOps Engineer,Skyline Technologies,"Austin, TX",2/24/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Jenkins, and security best practices.","Scala, Node.js, TypeScript, Go","$120,000 - $140,000",LinkedIn,Part-time,Entry-level,3/6/25,Remote,51-200 employees,Software Development,"401(k) matching, Stock options, Health insurance, Paid time off","Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1918,https://www.company.com,HR Team,2/20/25,"Cloud Developer, ECS, AWS, EKS",35 hours/week,EST,jobs@company.com
JD-1420,AWS Security Engineer,CloudPeak Corp.,"San Francisco, CA",2/22/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, Python, and security best practices.","Terraform, Node.js, Jenkins, Kubernetes, TypeScript, C#","$140,000 - $160,000",Indeed,Internship,Entry-level,3/14/25,Hybrid,1000+ employees,Cybersecurity,"Health insurance, 401(k) matching","Experience with CI/CD pipelines, Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1919,https://www.company.com,HR Team,2/20/25,"ECS, EKS, AWS, Cloud Developer",Flexible,PST,careers@company.com
JD-1421,AWS Cloud Engineer,CloudPeak Corp.,"San Francisco, CA",2/11/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, Python, and security best practices.","Go, Terraform, Kubernetes, Scala, Swift, Python","$140,000 - $160,000",LinkedIn,Internship,Senior-level,3/29/25,Hybrid,1000+ employees,Software Development,"Paid time off, Stock options","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1920,https://www.company.com,HR Team,2/20/25,"Docker, Python, EKS, ECS, Java",35 hours/week,PST,recruitment@company.com
JD-1422,AWS Cloud Engineer,TechSolutions Inc.,"Boston, MA",2/27/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Ansible, and security best practices.","Git, PHP, Jenkins, C#","$100,000 - $120,000",Indeed,Contract,Senior-level,3/26/25,Onsite,51-200 employees,Software Development,"401(k) matching, Paid time off, Health insurance","Understanding of serverless architecture, Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1921,https://www.company.com,HR Team,2/20/25,"AWS, EKS, ECS, Java, Docker",40 hours/week,MST,jobs@company.com
JD-1423,AWS Cloud Consultant,TechSolutions Inc.,"Boston, MA",2/23/25,"Develop and manage AWS cloud infrastructure. Work on Prometheus, Kubernetes, and security best practices.","Swift, PHP, AWS CLI, Terraform, Go","$120,000 - $140,000",LinkedIn,Internship,Mid-level,3/7/25,Onsite,1000+ employees,Cybersecurity,"Health insurance, 401(k) matching, Professional development stipend",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1922,https://www.company.com,HR Team,2/20/25,"Java, ECS, Python",40 hours/week,PST,recruitment@company.com
JD-1424,AWS Data Engineer,CloudPeak Corp.,"San Francisco, CA",2/12/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Git, and security best practices.","Docker, TypeScript, Scala, PHP, Swift, Jenkins","$120,000 - $140,000",Indeed,Full-time,Entry-level,3/11/25,Hybrid,201-500 employees,Cybersecurity,"Health insurance, Professional development stipend, Paid time off",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1923,https://www.company.com,HR Team,2/20/25,"Python, Docker, AWS, Cloud Developer",Flexible,MST,careers@company.com
JD-1425,AWS Cloud Engineer,CloudPeak Corp.,"Chicago, IL",2/3/25,"Develop and manage AWS cloud infrastructure. Work on Java, Git, and security best practices.","Ansible, Terraform, Scala, Kubernetes","$100,000 - $120,000",Company Website,Internship,Senior-level,3/9/25,Remote,1000+ employees,Cybersecurity,"401(k) matching, Stock options, Paid time off","Understanding of serverless architecture, Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1924,https://www.company.com,HR Team,2/20/25,"EKS, Java, ECS",35 hours/week,MST,recruitment@company.com
JD-1426,AWS Cloud Developer,NextGen Systems,"Seattle, WA",2/10/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, TypeScript, and security best practices.","Terraform, Scala, Kubernetes, TypeScript","$80,000 - $100,000",Company Website,Full-time,Mid-level,3/6/25,Hybrid,201-500 employees,Information Technology,"Health insurance, 401(k) matching, Professional development stipend, Paid time off","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1925,https://www.company.com,HR Team,2/20/25,"AWS, Java, Cloud Developer, Docker, Python",40 hours/week,PST,careers@company.com
JD-1427,AWS Network Engineer,CyberPartners,"Boston, MA",2/18/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Git, and security best practices.","TypeScript, C#, Scala, Terraform","$100,000 - $120,000",Indeed,Full-time,Mid-level,3/11/25,Hybrid,201-500 employees,Information Technology,"Stock options, Professional development stipend, 401(k) matching, Health insurance","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1926,https://www.company.com,HR Team,2/20/25,"Java, Cloud Developer, ECS, Docker",40 hours/week,EST,jobs@company.com
JD-1428,AWS DevOps Engineer,CyberPartners,"Boston, MA",2/11/25,"Develop and manage AWS cloud infrastructure. Work on Python, Ansible, and security best practices.","C#, Go, TypeScript, Kubernetes","$80,000 - $100,000",Glassdoor,Part-time,Senior-level,3/30/25,Onsite,1-50 employees,Cloud Computing,"Health insurance, Professional development stipend, 401(k) matching",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1927,https://www.company.com,HR Team,2/20/25,"Python, AWS, Docker, Java",Flexible,EST,recruitment@company.com
JD-1429,AWS Cloud Developer,NetVentures,"Chicago, IL",2/9/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, Ansible, and security best practices.","Java, Git, Node.js, Ansible, Python","$120,000 - $140,000",LinkedIn,Part-time,Entry-level,3/4/25,Onsite,51-200 employees,Information Technology,"Professional development stipend, 401(k) matching, Health insurance",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1928,https://www.company.com,HR Team,2/20/25,"Python, Docker, Cloud Developer, EKS",40 hours/week,CST,jobs@company.com
JD-1430,AWS Cloud Consultant,TechSolutions Inc.,"Houston, TX",2/9/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, Jenkins, and security best practices.","Terraform, Git, Swift, Go, Ruby","$120,000 - $140,000",Indeed,Contract,Entry-level,3/23/25,Onsite,51-200 employees,Cybersecurity,"Health insurance, Paid time off","Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1929,https://www.company.com,HR Team,2/20/25,"EKS, Java, ECS, Python",35 hours/week,EST,recruitment@company.com
